,detect value,actual value,experiment_name
1131,Side,Top,Three boxes
1132,,Top,Three boxes
1133,,Top,Three boxes
1134,,Top,Three boxes
1135,,Top,Three boxes
1136,,Top,Three boxes
1137,Top,Top,Three boxes
1138,,Top,Three boxes
1139,,Top,Three boxes
1140,Side,Top,Three boxes
1141,,Top,Three boxes
1142,Side,Top,Three boxes
1143,Top,Top,Three boxes
1144,,Top,Three boxes
1145,Side,Top,Three boxes
1146,Side,Top,Three boxes
1147,,Top,Three boxes
1148,,Top,Three boxes
1149,Top,Top,Three boxes
1150,,Top,Three boxes
1151,,Top,Three boxes
1152,Top,Top,Three boxes
1153,,Top,Three boxes
1154,Side,Top,Three boxes
1155,Top,Top,Three boxes
1156,,Top,Three boxes
1157,,Top,Three boxes
1158,Top,Top,Three boxes
1159,,Top,Three boxes
1160,Side,Top,Three boxes
1161,Top,Top,Three boxes
1162,,Top,Three boxes
1163,,Top,Three boxes
1164,Top,Top,Three boxes
1165,,Top,Three boxes
1166,,Top,Three boxes
1167,Top,Top,Three boxes
1168,,Top,Three boxes
1169,,Top,Three boxes
1170,Top,Top,Three boxes
1171,,Top,Three boxes
1172,,Top,Three boxes
1173,Top,Top,Three boxes
1174,,Top,Three boxes
1175,,Top,Three boxes
1176,Top,Top,Three boxes
1177,,Top,Three boxes
1178,,Top,Three boxes
1179,Top,Top,Three boxes
1180,,Top,Three boxes
1181,,Top,Three boxes
1182,Top,Top,Three boxes
1183,,Top,Three boxes
1184,,Top,Three boxes
1185,Top,Top,Three boxes
1186,,Top,Three boxes
1187,,Top,Three boxes
1188,Side,Top,Three boxes
1189,,Top,Three boxes
1190,,Top,Three boxes
1191,,Top,Three boxes
1192,,Top,Three boxes
1193,,Top,Three boxes
1194,Top,Top,Three boxes
1195,,Top,Three boxes
1196,Side,Top,Three boxes
1197,Side,Top,Three boxes
1198,,Top,Three boxes
1199,,Top,Three boxes
1200,Top,Top,Three boxes
1201,,Top,Three boxes
1202,Side,Top,Three boxes
1203,Side,Top,Three boxes
1204,,Top,Three boxes
1205,,Top,Three boxes
1206,Top,Top,Three boxes
1207,,Top,Three boxes
1208,,Top,Three boxes
1209,Top,Top,Three boxes
1210,,Top,Three boxes
1211,,Top,Three boxes
1212,Side,Top,Three boxes
1213,,Top,Three boxes
1214,,Top,Three boxes
1215,Top,Top,Three boxes
1216,,Top,Three boxes
1217,Side,Top,Three boxes
1218,Top,Top,Three boxes
1219,,Top,Three boxes
1220,,Top,Three boxes
1221,Top,Top,Three boxes
1222,,Top,Three boxes
1223,,Top,Three boxes
1224,,Top,Three boxes
1225,,Top,Three boxes
1226,,Top,Three boxes
1227,Top,Top,Three boxes
1228,,Top,Three boxes
1229,,Top,Three boxes
1230,Side,Top,Three boxes
1231,,Top,Three boxes
1232,Side,Top,Three boxes
1233,,Top,Three boxes
1234,,Top,Three boxes
1235,Side,Top,Three boxes
1236,,Top,Three boxes
1237,,Top,Three boxes
1238,,Top,Three boxes
1239,Top,Top,Three boxes
1240,,Top,Three boxes
1241,,Top,Three boxes
1242,Side,Top,Three boxes
1243,,Top,Three boxes
1244,,Top,Three boxes
1245,Top,Top,Three boxes
1246,,Top,Three boxes
1247,,Top,Three boxes
1248,Top,Top,Three boxes
1249,,Top,Three boxes
1250,,Top,Three boxes
1251,Side,Top,Three boxes
1252,,Top,Three boxes
1253,,Top,Three boxes
1254,Top,Top,Three boxes
1255,,Top,Three boxes
1256,,Top,Three boxes
1257,Top,Top,Three boxes
1258,,Top,Three boxes
1259,,Top,Three boxes
1260,Side,Top,Three boxes
1261,,Top,Three boxes
1262,,Top,Three boxes
1263,Side,Top,Three boxes
1264,,Top,Three boxes
1265,,Top,Three boxes
1266,Side,Top,Three boxes
1267,,Top,Three boxes
1268,,Top,Three boxes
1269,Side,Top,Three boxes
1270,,Top,Three boxes
1271,,Top,Three boxes
1272,Side,Top,Three boxes
1273,,Top,Three boxes
1274,Side,Top,Three boxes
1275,Side,Top,Three boxes
1276,,Top,Three boxes
1277,,Top,Three boxes
1278,Top,Top,Three boxes
1279,,Top,Three boxes
1280,,Top,Three boxes
1281,,Top,Three boxes
1282,,Top,Three boxes
1283,,Top,Three boxes
1284,Top,Top,Three boxes
1285,,Top,Three boxes
1286,,Top,Three boxes
1287,Side,Top,Three boxes
1288,,Top,Three boxes
1289,,Top,Three boxes
1290,Side,Top,Three boxes
1291,,Top,Three boxes
1292,,Top,Three boxes
1293,Top,Top,Three boxes
1294,,Top,Three boxes
1295,,Top,Three boxes
1296,Top,Top,Three boxes
1297,,Top,Three boxes
1298,,Top,Three boxes
1299,Top,Top,Three boxes
1300,,Top,Three boxes
1301,,Top,Three boxes
1302,Top,Top,Three boxes
1303,,Top,Three boxes
1304,,Top,Three boxes
1305,Top,Top,Three boxes
1306,,Top,Three boxes
1307,,Top,Three boxes
1308,Top,Top,Three boxes
1309,,Top,Three boxes
1310,,Top,Three boxes
1311,Top,Top,Three boxes
1312,,Top,Three boxes
1313,,Top,Three boxes
1314,Top,Top,Three boxes
1315,,Top,Three boxes
1316,,Top,Three boxes
1317,Top,Top,Three boxes
1318,,Top,Three boxes
1319,,Top,Three boxes
1320,Top,Top,Three boxes
1321,,Top,Three boxes
1322,Side,Top,Three boxes
1323,Top,Top,Three boxes
1324,,Top,Three boxes
1325,,Top,Three boxes
1326,Top,Top,Three boxes
1327,,Top,Three boxes
1328,,Top,Three boxes
1329,Top,Top,Three boxes
1330,,Top,Three boxes
1331,Side,Top,Three boxes
1332,Top,Top,Three boxes
1333,,Top,Three boxes
1334,Side,Top,Three boxes
1335,Top,Top,Three boxes
1336,,Top,Three boxes
1337,,Top,Three boxes
1338,Top,Top,Three boxes
1339,,Top,Three boxes
1340,,Top,Three boxes
1341,Side,Top,Three boxes
1342,,Top,Three boxes
1343,,Top,Three boxes
1344,Side,Top,Three boxes
1345,,Top,Three boxes
1346,,Top,Three boxes
1347,Side,Top,Three boxes
1348,,Top,Three boxes
1349,,Top,Three boxes
1350,Top,Top,Three boxes
1351,,Top,Three boxes
1352,,Top,Three boxes
1353,Top,Top,Three boxes
1354,,Top,Three boxes
1355,,Top,Three boxes
1356,Top,Top,Three boxes
1357,,Top,Three boxes
1358,,Top,Three boxes
1359,Top,Top,Three boxes
1360,,Top,Three boxes
1361,,Top,Three boxes
1362,Top,Top,Three boxes
1363,,Top,Three boxes
1364,,Top,Three boxes
1365,Top,Top,Three boxes
1366,,Top,Three boxes
1367,,Top,Three boxes
1368,Top,Top,Three boxes
1369,,Top,Three boxes
1370,Side,Top,Three boxes
1371,Top,Top,Three boxes
1372,,Top,Three boxes
1373,,Top,Three boxes
1374,Top,Top,Three boxes
1375,,Top,Three boxes
1376,,Top,Three boxes
1377,,Top,Three boxes
1378,,Top,Three boxes
1379,Side,Top,Three boxes
1380,Top,Top,Three boxes
1381,,Top,Three boxes
1382,,Top,Three boxes
1383,Top,Top,Three boxes
1384,,Top,Three boxes
1385,,Top,Three boxes
1386,Top,Top,Three boxes
1387,,Top,Three boxes
1388,,Top,Three boxes
1389,Top,Top,Three boxes
1390,,Top,Three boxes
1391,Side,Top,Three boxes
1392,Side,Top,Three boxes
1393,,Top,Three boxes
1394,,Top,Three boxes
1395,Top,Top,Three boxes
1396,,Top,Three boxes
1397,,Top,Three boxes
1398,Top,Top,Three boxes
1399,,Top,Three boxes
1400,Side,Top,Three boxes
1401,Top,Top,Three boxes
1402,,Top,Three boxes
1403,,Top,Three boxes
1404,Top,Top,Three boxes
1405,,Top,Three boxes
1406,,Top,Three boxes
1407,Side,Top,Three boxes
1408,,Top,Three boxes
1409,,Top,Three boxes
1410,,Top,Three boxes
1411,,Top,Three boxes
1412,,Top,Three boxes
1413,Side,Top,Three boxes
1414,,Top,Three boxes
1415,,Top,Three boxes
1416,,Top,Three boxes
1417,,Top,Three boxes
1418,,Top,Three boxes
1419,Side,Top,Three boxes
1420,,Top,Three boxes
1421,,Top,Three boxes
1422,Top,Top,Three boxes
1423,,Top,Three boxes
1424,,Top,Three boxes
1425,Top,Top,Three boxes
1426,,Top,Three boxes
1427,Side,Top,Three boxes
1428,Side,Top,Three boxes
1429,,Top,Three boxes
1430,,Top,Three boxes
1431,Top,Top,Three boxes
1432,,Top,Three boxes
1433,,Top,Three boxes
1434,Top,Top,Three boxes
1435,,Top,Three boxes
1436,Side,Top,Three boxes
1437,Top,Top,Three boxes
1438,,Top,Three boxes
1439,,Top,Three boxes
1440,,Top,Three boxes
1441,,Top,Three boxes
1442,,Top,Three boxes
1443,Top,Top,Three boxes
1444,,Top,Three boxes
1445,,Top,Three boxes
1446,,Top,Three boxes
1447,,Top,Three boxes
1448,,Top,Three boxes
1449,,Top,Three boxes
1450,,Top,Three boxes
1451,Side,Top,Three boxes
1452,Side,Top,Three boxes
1453,,Top,Three boxes
1454,,Top,Three boxes
1455,Side,Top,Three boxes
1456,,Top,Three boxes
1457,,Top,Three boxes
1458,Top,Top,Three boxes
1459,,Top,Three boxes
1460,,Top,Three boxes
1461,Side,Top,Three boxes
1462,,Top,Three boxes
1463,,Top,Three boxes
1464,Top,Top,Three boxes
1465,,Top,Three boxes
1466,,Top,Three boxes
1467,Top,Top,Three boxes
1468,,Top,Three boxes
1469,,Top,Three boxes
1470,,Top,Three boxes
1471,,Top,Three boxes
1472,,Top,Three boxes
1473,Top,Top,Three boxes
1474,,Top,Three boxes
1475,,Top,Three boxes
1476,Top,Top,Three boxes
1477,,Top,Three boxes
1478,,Top,Three boxes
1479,Top,Top,Three boxes
1480,,Top,Three boxes
1481,,Top,Three boxes
1482,Top,Top,Three boxes
1483,,Top,Three boxes
1484,,Top,Three boxes
1485,,Top,Three boxes
1486,,Top,Three boxes
1487,Side,Top,Three boxes
1488,Top,Top,Three boxes
1489,,Top,Three boxes
1490,Side,Top,Three boxes
1491,Top,Top,Three boxes
1492,,Top,Three boxes
1493,Side,Top,Three boxes
1494,Top,Top,Three boxes
1495,,Top,Three boxes
1496,,Top,Three boxes
1497,Top,Top,Three boxes
1498,,Top,Three boxes
1499,,Top,Three boxes
1500,Top,Top,Three boxes
1501,,Top,Three boxes
1502,,Top,Three boxes
1503,Top,Top,Three boxes
1504,,Top,Three boxes
1505,,Top,Three boxes
1506,Top,Top,Three boxes
1507,,Top,Three boxes
1508,,Top,Three boxes
1509,Top,Top,Three boxes
1510,,Top,Three boxes
1511,,Top,Three boxes
1512,Side,Top,Three boxes
1513,,Top,Three boxes
1514,Side,Top,Three boxes
1515,Top,Top,Three boxes
1516,,Top,Three boxes
1517,,Top,Three boxes
1518,Side,Top,Three boxes
1519,,Top,Three boxes
1520,,Top,Three boxes
1521,Top,Top,Three boxes
1522,,Top,Three boxes
1523,,Top,Three boxes
1524,Side,Top,Three boxes
1525,,Top,Three boxes
1526,,Top,Three boxes
1527,Top,Top,Three boxes
1528,,Top,Three boxes
1529,Side,Top,Three boxes
1530,Top,Top,Three boxes
1531,,Top,Three boxes
1532,,Top,Three boxes
1533,Top,Top,Three boxes
1534,,Top,Three boxes
1535,,Top,Three boxes
1536,Top,Top,Three boxes
1537,,Top,Three boxes
1538,Side,Top,Three boxes
1539,,Top,Three boxes
1540,,Top,Three boxes
1541,,Top,Three boxes
1542,Top,Top,Three boxes
1543,,Top,Three boxes
1544,,Top,Three boxes
1545,Top,Top,Three boxes
1546,,Top,Three boxes
1547,,Top,Three boxes
1548,Side,Top,Three boxes
1549,,Top,Three boxes
1550,,Top,Three boxes
1551,Top,Top,Three boxes
1552,,Top,Three boxes
1553,,Top,Three boxes
1554,Side,Top,Three boxes
1555,,Top,Three boxes
1556,,Top,Three boxes
1557,,Top,Three boxes
1558,,Top,Three boxes
1559,,Top,Three boxes
1560,Top,Top,Three boxes
1561,,Top,Three boxes
1562,,Top,Three boxes
1563,Side,Top,Three boxes
1564,,Top,Three boxes
1565,,Top,Three boxes
1566,Top,Top,Three boxes
1567,,Top,Three boxes
1568,,Top,Three boxes
1569,Side,Top,Three boxes
1570,,Top,Three boxes
1571,,Top,Three boxes
1572,Top,Top,Three boxes
1573,,Top,Three boxes
1574,,Top,Three boxes
1575,Top,Top,Three boxes
1576,,Top,Three boxes
1577,,Top,Three boxes
1578,Top,Top,Three boxes
1579,,Top,Three boxes
1580,,Top,Three boxes
1581,Top,Top,Three boxes
1582,,Top,Three boxes
1583,,Top,Three boxes
1584,,Top,Three boxes
1585,,Top,Three boxes
1586,,Top,Three boxes
1587,Top,Top,Three boxes
1588,,Top,Three boxes
1589,,Top,Three boxes
1590,Top,Top,Three boxes
1591,,Top,Three boxes
1592,,Top,Three boxes
1593,Top,Top,Three boxes
1594,,Top,Three boxes
1595,,Top,Three boxes
1596,Side,Top,Three boxes
1597,,Top,Three boxes
1598,,Top,Three boxes
1599,Top,Top,Three boxes
1600,,Top,Three boxes
1601,,Top,Three boxes
1602,Side,Top,Three boxes
1603,,Top,Three boxes
1604,,Top,Three boxes
1605,Top,Top,Three boxes
1606,,Top,Three boxes
1607,,Top,Three boxes
1608,Top,Top,Three boxes
1609,,Top,Three boxes
1610,,Top,Three boxes
1611,Side,Top,Three boxes
1612,,Top,Three boxes
1613,,Top,Three boxes
1614,Top,Top,Three boxes
1615,,Top,Three boxes
1616,,Top,Three boxes
1617,Top,Top,Three boxes
1618,,Top,Three boxes
1619,,Top,Three boxes
1620,Top,Top,Three boxes
1621,,Top,Three boxes
1622,Side,Top,Three boxes
1623,Top,Top,Three boxes
1624,,Top,Three boxes
1625,,Top,Three boxes
1626,Top,Top,Three boxes
1627,,Top,Three boxes
1628,,Top,Three boxes
1629,Side,Top,Three boxes
1630,,Top,Three boxes
1631,,Top,Three boxes
1632,Side,Top,Three boxes
1633,,Top,Three boxes
1634,,Top,Three boxes
1635,Top,Top,Three boxes
1636,,Top,Three boxes
1637,,Top,Three boxes
1638,Top,Top,Three boxes
1639,,Top,Three boxes
1640,,Top,Three boxes
1641,Top,Top,Three boxes
1642,,Top,Three boxes
1643,,Top,Three boxes
1644,Side,Top,Three boxes
1645,,Top,Three boxes
1646,,Top,Three boxes
1647,Top,Top,Three boxes
1648,,Top,Three boxes
1649,Side,Top,Three boxes
1650,Side,Top,Three boxes
1651,,Top,Three boxes
1652,,Top,Three boxes
1653,Top,Top,Three boxes
1654,,Top,Three boxes
1655,,Top,Three boxes
1656,Side,Top,Three boxes
1657,,Top,Three boxes
1658,,Top,Three boxes
1659,Top,Top,Three boxes
1660,,Top,Three boxes
1661,,Top,Three boxes
1662,Top,Top,Three boxes
1663,,Top,Three boxes
1664,,Top,Three boxes
1665,Top,Top,Three boxes
1666,,Top,Three boxes
1667,,Top,Three boxes
1668,,Top,Three boxes
1669,,Top,Three boxes
1670,,Top,Three boxes
1671,Top,Top,Three boxes
1672,,Top,Three boxes
1673,Side,Top,Three boxes
1674,Top,Top,Three boxes
1675,,Top,Three boxes
1676,,Top,Three boxes
1677,Top,Top,Three boxes
1678,,Top,Three boxes
1679,,Top,Three boxes
1680,Top,Top,Three boxes
1681,,Top,Three boxes
1682,,Top,Three boxes
1683,Top,Top,Three boxes
1684,,Top,Three boxes
1685,,Top,Three boxes
1686,Top,Top,Three boxes
1687,,Top,Three boxes
1688,,Top,Three boxes
1689,Side,Top,Three boxes
1690,,Top,Three boxes
1691,,Top,Three boxes
1692,Top,Top,Three boxes
1693,,Top,Three boxes
1694,,Top,Three boxes
1695,,Top,Three boxes
1696,,Top,Three boxes
1697,,Top,Three boxes
1698,Side,Top,Three boxes
1699,,Top,Three boxes
1700,,Top,Three boxes
1701,Top,Top,Three boxes
1702,,Top,Three boxes
1703,,Top,Three boxes
1704,Top,Top,Three boxes
1705,,Top,Three boxes
1706,,Top,Three boxes
1707,Top,Top,Three boxes
1708,,Top,Three boxes
1709,,Top,Three boxes
1710,Top,Top,Three boxes
1711,,Top,Three boxes
1712,,Top,Three boxes
1713,Top,Top,Three boxes
1714,,Top,Three boxes
1715,,Top,Three boxes
1716,Top,Top,Three boxes
1717,,Top,Three boxes
1718,,Top,Three boxes
1719,Side,Top,Three boxes
1720,,Top,Three boxes
1721,,Top,Three boxes
1722,Top,Top,Three boxes
1723,,Top,Three boxes
1724,,Top,Three boxes
1725,Top,Top,Three boxes
1726,,Top,Three boxes
1727,,Top,Three boxes
1728,Top,Top,Three boxes
1729,,Top,Three boxes
1730,,Top,Three boxes
1731,Top,Top,Three boxes
1732,,Top,Three boxes
1733,,Top,Three boxes
1734,Side,Top,Three boxes
1735,,Top,Three boxes
1736,,Top,Three boxes
1737,,Top,Three boxes
1738,,Top,Three boxes
1739,,Top,Three boxes
1740,Top,Top,Three boxes
1741,,Top,Three boxes
1742,,Top,Three boxes
1743,Side,Top,Three boxes
1744,,Top,Three boxes
1745,,Top,Three boxes
1746,Side,Top,Three boxes
1747,,Top,Three boxes
1748,,Top,Three boxes
1749,,Top,Three boxes
1750,,Top,Three boxes
1751,,Top,Three boxes
1752,Top,Top,Three boxes
1753,,Top,Three boxes
1754,Side,Top,Three boxes
1755,Top,Top,Three boxes
1756,,Top,Three boxes
1757,,Top,Three boxes
1758,Top,Top,Three boxes
1759,,Top,Three boxes
1760,,Top,Three boxes
1761,Top,Top,Three boxes
1762,,Top,Three boxes
1763,,Top,Three boxes
1764,Top,Top,Three boxes
1765,,Top,Three boxes
1766,Side,Top,Three boxes
1767,Top,Top,Three boxes
1768,,Top,Three boxes
1769,,Top,Three boxes
1770,Top,Top,Three boxes
1771,,Top,Three boxes
1772,,Top,Three boxes
1773,Top,Top,Three boxes
1774,,Top,Three boxes
1775,,Top,Three boxes
1776,,Top,Three boxes
1777,,Top,Three boxes
1778,,Top,Three boxes
1779,Side,Top,Three boxes
1780,,Top,Three boxes
1781,,Top,Three boxes
1782,Side,Top,Three boxes
1783,,Top,Three boxes
1784,,Top,Three boxes
1785,Top,Top,Three boxes
1786,,Top,Three boxes
1787,,Top,Three boxes
1788,Top,Top,Three boxes
1789,,Top,Three boxes
1790,Side,Top,Three boxes
1791,Top,Top,Three boxes
1792,,Top,Three boxes
1793,,Top,Three boxes
1794,Side,Top,Three boxes
1795,,Top,Three boxes
1796,,Top,Three boxes
1797,Top,Top,Three boxes
1798,,Top,Three boxes
1799,,Top,Three boxes
1800,Top,Top,Three boxes
1801,,Top,Three boxes
1802,,Top,Three boxes
1803,Top,Top,Three boxes
1804,,Top,Three boxes
1805,Side,Top,Three boxes
1806,,Top,Three boxes
1807,,Top,Three boxes
1808,,Top,Three boxes
1809,Top,Top,Three boxes
1810,,Top,Three boxes
1811,,Top,Three boxes
1812,Side,Top,Three boxes
1813,,Top,Three boxes
1814,,Top,Three boxes
1815,Top,Top,Three boxes
1816,,Top,Three boxes
1817,,Top,Three boxes
1818,Top,Top,Three boxes
1819,,Top,Three boxes
1820,,Top,Three boxes
1821,Top,Top,Three boxes
1822,,Top,Three boxes
1823,,Top,Three boxes
1824,Top,Top,Three boxes
1825,,Top,Three boxes
1826,,Top,Three boxes
1827,Top,Top,Three boxes
1828,,Top,Three boxes
1829,Side,Top,Three boxes
1830,Side,Top,Three boxes
1831,,Top,Three boxes
1832,,Top,Three boxes
1833,Top,Top,Three boxes
1834,,Top,Three boxes
1835,,Top,Three boxes
1836,Side,Top,Three boxes
1837,,Top,Three boxes
1838,,Top,Three boxes
1839,Top,Top,Three boxes
1840,,Top,Three boxes
1841,,Top,Three boxes
1842,Side,Top,Three boxes
1843,,Top,Three boxes
1844,,Top,Three boxes
1845,Top,Top,Three boxes
1846,,Top,Three boxes
1847,,Top,Three boxes
1848,Top,Top,Three boxes
1849,,Top,Three boxes
1850,,Top,Three boxes
1851,Top,Top,Three boxes
1852,,Top,Three boxes
1853,,Top,Three boxes
1854,Top,Top,Three boxes
1855,,Top,Three boxes
1856,,Top,Three boxes
1857,,Top,Three boxes
1858,,Top,Three boxes
1859,,Top,Three boxes
1860,Side,Top,Three boxes
1861,,Top,Three boxes
1862,,Top,Three boxes
1863,Top,Top,Three boxes
1864,,Top,Three boxes
1865,,Top,Three boxes
1866,Top,Top,Three boxes
1867,,Top,Three boxes
1868,,Top,Three boxes
1869,Side,Top,Three boxes
1870,,Top,Three boxes
1871,,Top,Three boxes
1872,Top,Top,Three boxes
1873,,Top,Three boxes
1874,,Top,Three boxes
1875,Side,Top,Three boxes
1876,,Top,Three boxes
1877,,Top,Three boxes
1878,Top,Top,Three boxes
1879,,Top,Three boxes
1880,,Top,Three boxes
1881,Top,Top,Three boxes
1882,,Top,Three boxes
1883,,Top,Three boxes
1884,Top,Top,Three boxes
1885,,Top,Three boxes
1886,,Top,Three boxes
1887,Top,Top,Three boxes
1888,,Top,Three boxes
1889,,Top,Three boxes
1890,Top,Top,Three boxes
1891,,Top,Three boxes
1892,,Top,Three boxes
1893,Top,Top,Three boxes
1894,,Top,Three boxes
1895,,Top,Three boxes
1896,Side,Top,Three boxes
1897,,Top,Three boxes
1898,,Top,Three boxes
1899,Top,Top,Three boxes
1900,,Top,Three boxes
1901,,Top,Three boxes
1902,Top,Top,Three boxes
1903,,Top,Three boxes
1904,,Top,Three boxes
1905,Side,Top,Three boxes
1906,,Top,Three boxes
1907,,Top,Three boxes
1908,Top,Top,Three boxes
1909,,Top,Three boxes
1910,Side,Top,Three boxes
1911,Top,Top,Three boxes
1912,,Top,Three boxes
1913,,Top,Three boxes
1914,Top,Top,Three boxes
1915,,Top,Three boxes
1916,,Top,Three boxes
1917,Top,Top,Three boxes
1918,,Top,Three boxes
1919,Side,Top,Three boxes
1920,Side,Top,Three boxes
1921,,Top,Three boxes
1922,,Top,Three boxes
1923,Top,Top,Three boxes
1924,,Top,Three boxes
1925,,Top,Three boxes
1926,Top,Top,Three boxes
1927,,Top,Three boxes
1928,,Top,Three boxes
1929,Side,Top,Three boxes
1930,,Top,Three boxes
1931,,Top,Three boxes
1932,Top,Top,Three boxes
1933,,Top,Three boxes
1934,Side,Top,Three boxes
1935,Top,Top,Three boxes
1936,,Top,Three boxes
1937,,Top,Three boxes
1938,Top,Top,Three boxes
1939,,Top,Three boxes
1940,,Top,Three boxes
1941,Side,Top,Three boxes
1942,,Top,Three boxes
1943,,Top,Three boxes
1944,Top,Top,Three boxes
1945,,Top,Three boxes
1946,,Top,Three boxes
1947,,Top,Three boxes
1948,Side,Top,Three boxes
1949,Side,Top,Three boxes
1950,Side,Top,Three boxes
1951,,Top,Three boxes
1952,,Top,Three boxes
1953,Top,Top,Three boxes
1954,,Top,Three boxes
1955,,Top,Three boxes
1956,Top,Top,Three boxes
1957,,Top,Three boxes
1958,,Top,Three boxes
1959,Top,Top,Three boxes
1960,,Top,Three boxes
1961,,Top,Three boxes
1962,Top,Top,Three boxes
1963,,Top,Three boxes
1964,,Top,Three boxes
1965,Top,Top,Three boxes
1966,,Top,Three boxes
1967,,Top,Three boxes
1968,Top,Top,Three boxes
1969,,Top,Three boxes
1970,,Top,Three boxes
1971,Top,Top,Three boxes
1972,,Top,Three boxes
1973,,Top,Three boxes
1974,Top,Top,Three boxes
1975,,Top,Three boxes
1976,,Top,Three boxes
1977,Top,Top,Three boxes
1978,,Top,Three boxes
1979,,Top,Three boxes
1980,Side,Top,Three boxes
1981,,Top,Three boxes
1982,,Top,Three boxes
1983,Side,Top,Three boxes
1984,,Top,Three boxes
1985,,Top,Three boxes
