box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1,angle_gt_2,box_number_gt_2,arrow_direction_gt_2,arrow_position_gt_2,orientation_type_gt_2,angle_type_type_gt_2,angle_gt_3,box_number_gt_3,arrow_direction_gt_3,arrow_position_gt_3,orientation_type_gt_3,angle_type_type_gt_3
1,97.0,Top,Down,Vertical-Down,99.59,62.29,3,Right,02:53:13.193697,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,100.0,,,,77.13,,3,,02:53:12.115941,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.16,65.78,3,Acute,02:53:12.115941,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.46,74.64,3,Right,02:53:12.115941,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,80.88,,3,Obtuse,02:53:11.003719,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,95.48,54.99,3,Acute,02:53:11.003719,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,,,,99.44,57.49,3,Acute,02:53:11.003719,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,79.94,,3,Obtuse,02:53:09.907185,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.39,,3,Acute,02:53:09.907185,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.46,81.4,3,Right,02:53:09.907185,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,79.2,,3,Obtuse,02:53:08.803330,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,90.56,,3,Acute,02:53:08.803330,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,82.0,Top,Down,Vertical-Down,99.56,76.86,3,Acute,02:53:08.803330,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,113.0,,,,71.39,,3,Obtuse,02:53:07.736012,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.97,,3,Acute,02:53:07.736012,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,138.0,Side,Right,Horizontal-Right,99.27,64.91,3,Straight,02:53:07.736012,2.0,2.0,1,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,124.0,,,,86.05,,3,Obtuse,02:53:06.667896,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.74,,3,Acute,02:53:06.667896,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.29,78.23,3,Right,02:53:06.667896,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,66.11,,3,Obtuse,02:53:05.559520,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,,,,89.96,,3,Acute,02:53:05.559520,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Side,Right,Horizontal-Right,99.5,82.51,3,Right,02:53:05.559520,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,82.87,,3,Obtuse,02:53:04.454172,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.08,,3,Acute,02:53:04.454172,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,122.0,,,,99.38,72.91,3,Obtuse,02:53:04.454172,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,79.44,,3,Obtuse,02:53:03.381397,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,88.7,,3,Acute,02:53:03.381397,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Top,Down,Vertical-Down,99.39,69.89,3,Right,02:53:03.381397,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,112.0,,,,83.1,,3,Obtuse,02:53:02.286305,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.91,,3,Acute,02:53:02.286305,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,62.0,Side,Left,Horizontal-Left,99.28,71.32,3,Acute,02:53:02.286305,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,103.0,,,,70.89,,3,Obtuse,02:53:01.176434,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,88.91,,3,Acute,02:53:01.176434,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,,Top,Down,Vertical-Down,99.21,80.52,3,,02:53:01.176434,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,119.0,,,,84.51,,3,Obtuse,02:53:00.097154,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,,,,91.94,,3,Acute,02:53:00.097154,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,Side,Left,Horizontal-Left,99.12,74.53,3,Acute,02:53:00.097154,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,81.08,,3,Obtuse,02:52:59.006118,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,90.75,,3,Acute,02:52:59.006118,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,101.0,Top,Down,Vertical-Down,99.51,70.45,3,Obtuse,02:52:59.006118,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,100.0,,,,79.72,,3,,02:52:57.937490,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.69,,3,Acute,02:52:57.937490,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.53,72.44,3,Right,02:52:57.937490,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,82.0,,3,Obtuse,02:52:56.860183,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.14,,3,Acute,02:52:56.860183,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,60.0,Top,Down,Vertical-Down,99.51,63.82,3,Acute,02:52:56.860183,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,84.01,,3,Obtuse,02:52:55.769493,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,79.0,,,,95.19,,3,Acute,02:52:55.769493,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.35,77.66,3,Right,02:52:55.769493,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,70.34,,3,Obtuse,02:52:54.714123,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.35,62.57,3,Acute,02:52:54.714123,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,137.0,,,,99.38,70.87,3,Straight,02:52:54.714123,,,3,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,96.0,,,,84.81,,3,Right,02:52:53.622132,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.34,,3,Acute,02:52:53.622132,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Top,Down,Vertical-Down,99.37,68.92,3,Right,02:52:53.622132,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,95.0,,,,84.19,,3,Right,02:52:52.539620,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,86.58,,3,Acute,02:52:52.539620,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.23,70.42,3,Right,02:52:52.539620,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,74.41,,3,Obtuse,02:52:51.470104,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.48,,3,Acute,02:52:51.470104,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,86.0,Top,Down,Vertical-Down,99.33,62.66,3,Right,02:52:51.470104,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,85.18,,3,Obtuse,02:52:50.390137,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.33,,3,Acute,02:52:50.390137,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Side,Left,Horizontal-Left,99.11,71.96,3,Right,02:52:50.390137,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,99.0,,,,85.53,,3,Right,02:52:49.315839,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,96.02,,3,Acute,02:52:49.315839,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,83.0,Top,Down,Vertical-Down,99.39,69.94,3,Acute,02:52:49.315839,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,67.39,,3,Obtuse,02:52:48.241700,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.69,,3,Acute,02:52:48.241700,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,114.0,Side,Left,Horizontal-Left,99.41,62.11,3,Obtuse,02:52:48.241700,2.0,1.0,0,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,80.66,,3,Obtuse,02:52:47.140136,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,95.89,,3,Acute,02:52:47.140136,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.04,83.02,3,Right,02:52:47.140136,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,79.42,,3,Obtuse,02:52:46.066185,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.68,,3,Acute,02:52:46.066185,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Top,Down,Vertical-Down,99.38,66.82,3,Right,02:52:46.066185,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,120.0,,,,88.12,,3,Obtuse,02:52:44.961552,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,92.35,,3,Acute,02:52:44.961552,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Side,Right,Horizontal-Right,99.44,67.99,3,Right,02:52:44.961552,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,86.98,,3,Obtuse,02:52:43.875652,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.51,,3,Acute,02:52:43.875652,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,85.0,Top,Down,Vertical-Down,99.36,70.03,3,,02:52:43.875652,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,77.77,,3,Obtuse,02:52:42.797133,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.83,,3,Acute,02:52:42.797133,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Top,Down,Vertical-Down,99.39,68.83,3,Right,02:52:42.797133,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,85.66,,3,Obtuse,02:52:41.729236,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,89.7,,3,Acute,02:52:41.729236,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.53,77.01,3,Right,02:52:41.729236,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,96.0,,,,74.32,,3,Right,02:52:40.658097,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,Side,Left,Horizontal-Left,95.35,56.84,3,Acute,02:52:40.658097,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.12,62.25,3,Right,02:52:40.658097,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,84.01,,3,Obtuse,02:52:39.583116,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,95.4,,3,Acute,02:52:39.583116,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,83.0,Top,Down,Vertical-Down,99.5,66.07,3,Acute,02:52:39.583116,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,84.48,,3,Obtuse,02:52:38.522120,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,92.23,,3,Acute,02:52:38.522120,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,101.0,Side,Right,Horizontal-Right,99.41,68.47,3,Obtuse,02:52:38.522120,2.0,2.0,1,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,100.0,,,,77.92,,3,,02:52:37.450118,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,88.18,,3,Acute,02:52:37.450118,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Side,Right,Horizontal-Right,99.38,71.37,3,Right,02:52:37.450118,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,102.0,,,,86.14,,3,Obtuse,02:52:36.382026,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.13,,3,Acute,02:52:36.382026,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,58.0,Top,Down,Vertical-Down,99.39,73.73,3,Acute,02:52:36.382026,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,119.0,,,,81.73,,3,Obtuse,02:52:35.313132,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.68,,3,Acute,02:52:35.313132,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.17,68.77,3,Right,02:52:35.313132,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,119.0,,,,79.71,,3,Obtuse,02:52:34.208721,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,95.49,51.34,3,Acute,02:52:34.208721,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,Top,Down,Vertical-Down,99.13,76.76,3,Acute,02:52:34.208721,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,81.51,,3,Obtuse,02:52:33.144680,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,91.43,,3,Acute,02:52:33.144680,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,139.0,Side,Right,Horizontal-Right,99.2,69.42,3,Straight,02:52:33.144680,2.0,2.0,1,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,112.0,,,,80.0,,3,Obtuse,02:52:32.066151,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,88.98,,3,Acute,02:52:32.066151,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,64.0,Top,Down,Vertical-Down,99.43,66.95,3,Acute,02:52:32.066151,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,83.36,,3,Obtuse,02:52:30.977222,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,89.49,61.13,3,Acute,02:52:30.977222,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Side,Right,Horizontal-Right,99.47,62.39,3,Right,02:52:30.977222,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,125.0,,,,78.89,,3,Obtuse,02:52:29.909381,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.38,,3,Acute,02:52:29.909381,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,86.0,Top,Down,Vertical-Down,99.33,65.43,3,Right,02:52:29.909381,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,92.0,,,,72.84,,3,Right,02:52:28.823310,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.83,,3,Acute,02:52:28.823310,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Side,Left,Horizontal-Left,99.34,60.29,3,Right,02:52:28.823310,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,103.0,,,,73.49,,3,Obtuse,02:52:27.741293,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.6,,3,Acute,02:52:27.741293,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Top,Down,Vertical-Down,99.32,71.26,3,Right,02:52:27.741293,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,113.0,,,,79.01,,3,Obtuse,02:52:26.659811,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,91.67,,3,Acute,02:52:26.659811,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,108.0,Top,Down,Vertical-Down,98.91,55.92,3,Obtuse,02:52:26.659811,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,76.41,,3,Obtuse,02:52:25.591830,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.65,,3,Acute,02:52:25.591830,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.51,73.15,3,Right,02:52:25.591830,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,77.84,,3,Obtuse,02:52:24.519203,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.82,,3,Acute,02:52:24.519203,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,66.0,,,,99.22,70.21,3,Acute,02:52:24.519203,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,85.45,,3,Obtuse,02:52:23.410404,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.42,,3,Acute,02:52:23.410404,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,83.0,Top,Down,Vertical-Down,99.47,73.91,3,Acute,02:52:23.410404,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,75.48,,3,Obtuse,02:52:22.313176,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,94.49,56.61,3,Acute,02:52:22.313176,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Top,Down,Vertical-Down,99.25,77.43,3,Right,02:52:22.313176,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,82.07,,3,Obtuse,02:52:21.248873,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,88.84,,3,Acute,02:52:21.248873,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.15,68.88,3,Right,02:52:21.248873,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,103.0,,,,70.51,,3,Obtuse,02:52:20.159263,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.05,,3,Acute,02:52:20.159263,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.37,67.51,3,Right,02:52:20.159263,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,83.81,,3,Obtuse,02:52:19.099268,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.02,,3,Acute,02:52:19.099268,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.26,67.49,3,Right,02:52:19.099268,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,114.0,,,,66.32,,3,Obtuse,02:52:18.016269,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.68,,3,Acute,02:52:18.016269,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.44,73.11,3,Right,02:52:18.016269,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,78.29,,3,Obtuse,02:52:16.940476,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,90.9,,3,Acute,02:52:16.940476,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,132.0,Side,Left,Horizontal-Left,99.4,83.82,3,Straight,02:52:16.940476,2.0,1.0,0,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,75.81,,3,Obtuse,02:52:15.875438,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,79.0,,,,93.07,,3,Acute,02:52:15.875438,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.44,78.67,3,Right,02:52:15.875438,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,78.47,,3,Obtuse,02:52:14.798174,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.42,,3,Acute,02:52:14.798174,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,,,,99.45,65.44,3,Right,02:52:14.798174,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,120.0,,,,81.15,,3,Obtuse,02:52:13.717921,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.13,55.64,3,Acute,02:52:13.717921,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,67.0,Side,Right,Horizontal-Right,99.32,70.3,3,Acute,02:52:13.717921,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,87.0,,,,74.91,,3,Right,02:52:12.643724,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.9,,3,Acute,02:52:12.643724,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,76.0,Top,Down,Vertical-Down,99.28,67.71,3,Acute,02:52:12.643724,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,76.0,,,,88.38,,3,Acute,02:52:11.565219,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,95.0,,,,88.7,,3,Right,02:52:11.565219,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
